factQuestion	factAnswer	factValueQuestion	factValueAnswer	factTagQuestion	factTagAnswer
73275	133193	10000-kreekly/mp3/Joey/golden.mp3	золотой, золотистый	{1008=joey}	{1002=eng-rus}
73276	73274	10000-kreekly/mp3/Kendra/golden.mp3	золотой	{1008=kendra}	{1002=eng-rus}
73276	133193	10000-kreekly/mp3/Kendra/golden.mp3	золотой, золотистый	{1008=kendra}	{1002=eng-rus}
73277	73274	10000-kreekly/mp3/Kimberly/golden.mp3	золотой	{1008=kimberly}	{1002=eng-rus}
73277	133193	10000-kreekly/mp3/Kimberly/golden.mp3	золотой, золотистый	{1008=kimberly}	{1002=eng-rus}
73278	73274	10000-kreekly/mp3/Justin/golden.mp3	золотой	{1008=justin}	{1002=eng-rus}
73278	133193	10000-kreekly/mp3/Justin/golden.mp3	золотой, золотистый	{1008=justin}	{1002=eng-rus}
73279	73274	10000-kreekly/mp3/Joanna/golden.mp3	золотой	{1008=joanna}	{1002=eng-rus}
73279	133193	10000-kreekly/mp3/Joanna/golden.mp3	золотой, золотистый	{1008=joanna}	{1002=eng-rus}
73280	73274	10000-kreekly/mp3/Salli/golden.mp3	золотой	{1008=salli}	{1002=eng-rus}
73280	133193	10000-kreekly/mp3/Salli/golden.mp3	золотой, золотистый	{1008=salli}	{1002=eng-rus}
73281	73274	10000-kreekly/mp3/Matthew/golden.mp3	золотой	{1008=matthew}	{1002=eng-rus}
73281	133193	10000-kreekly/mp3/Matthew/golden.mp3	золотой, золотистый	{1008=matthew}	{1002=eng-rus}
133194	73274	8000-wordsteps/mp3/golden.mp3	золотой	{}	{1002=eng-rus}
133194	133193	8000-wordsteps/mp3/golden.mp3	золотой, золотистый	{}	{1002=eng-rus}
89653	2036	10000-kreekly/mp3/Joey/emerald.mp3	изумрудный	{1008=joey}	{1002=eng-rus}
89653	89652	10000-kreekly/mp3/Joey/emerald.mp3	изумруд	{1008=joey}	{1002=eng-rus}
89654	2036	10000-kreekly/mp3/Kendra/emerald.mp3	изумрудный	{1008=kendra}	{1002=eng-rus}
89654	89652	10000-kreekly/mp3/Kendra/emerald.mp3	изумруд	{1008=kendra}	{1002=eng-rus}
89655	2036	10000-kreekly/mp3/Kimberly/emerald.mp3	изумрудный	{1008=kimberly}	{1002=eng-rus}
89655	89652	10000-kreekly/mp3/Kimberly/emerald.mp3	изумруд	{1008=kimberly}	{1002=eng-rus}
89656	2036	10000-kreekly/mp3/Justin/emerald.mp3	изумрудный	{1008=justin}	{1002=eng-rus}
89656	89652	10000-kreekly/mp3/Justin/emerald.mp3	изумруд	{1008=justin}	{1002=eng-rus}
89657	2036	10000-kreekly/mp3/Joanna/emerald.mp3	изумрудный	{1008=joanna}	{1002=eng-rus}
89657	89652	10000-kreekly/mp3/Joanna/emerald.mp3	изумруд	{1008=joanna}	{1002=eng-rus}
89658	2036	10000-kreekly/mp3/Salli/emerald.mp3	изумрудный	{1008=salli}	{1002=eng-rus}
89658	89652	10000-kreekly/mp3/Salli/emerald.mp3	изумруд	{1008=salli}	{1002=eng-rus}
89659	2036	10000-kreekly/mp3/Matthew/emerald.mp3	изумрудный	{1008=matthew}	{1002=eng-rus}
89659	89652	10000-kreekly/mp3/Matthew/emerald.mp3	изумруд	{1008=matthew}	{1002=eng-rus}
134367	2036	8000-wordsteps/mp3/emerald.mp3	изумрудный	{}	{1002=eng-rus}
134367	89652	8000-wordsteps/mp3/emerald.mp3	изумруд	{}	{1002=eng-rus}
62189	2045	10000-kreekly/mp3/Joey/coral.mp3	коралловый	{1008=joey}	{1002=eng-rus}
62189	126656	10000-kreekly/mp3/Joey/coral.mp3	коралл	{1008=joey}	{1002=eng-rus}
62190	2045	10000-kreekly/mp3/Kendra/coral.mp3	коралловый	{1008=kendra}	{1002=eng-rus}
62190	126656	10000-kreekly/mp3/Kendra/coral.mp3	коралл	{1008=kendra}	{1002=eng-rus}
62191	2045	10000-kreekly/mp3/Kimberly/coral.mp3	коралловый	{1008=kimberly}	{1002=eng-rus}
62191	126656	10000-kreekly/mp3/Kimberly/coral.mp3	коралл	{1008=kimberly}	{1002=eng-rus}
62192	2045	10000-kreekly/mp3/Justin/coral.mp3	коралловый	{1008=justin}	{1002=eng-rus}
62192	126656	10000-kreekly/mp3/Justin/coral.mp3	коралл	{1008=justin}	{1002=eng-rus}
62193	2045	10000-kreekly/mp3/Joanna/coral.mp3	коралловый	{1008=joanna}	{1002=eng-rus}
62193	126656	10000-kreekly/mp3/Joanna/coral.mp3	коралл	{1008=joanna}	{1002=eng-rus}
62194	2045	10000-kreekly/mp3/Salli/coral.mp3	коралловый	{1008=salli}	{1002=eng-rus}
62194	126656	10000-kreekly/mp3/Salli/coral.mp3	коралл	{1008=salli}	{1002=eng-rus}
62195	2045	10000-kreekly/mp3/Matthew/coral.mp3	коралловый	{1008=matthew}	{1002=eng-rus}
62195	126656	10000-kreekly/mp3/Matthew/coral.mp3	коралл	{1008=matthew}	{1002=eng-rus}
126657	2045	8000-wordsteps/mp3/coral.mp3	коралловый	{}	{1002=eng-rus}
126657	126656	8000-wordsteps/mp3/coral.mp3	коралл	{}	{1002=eng-rus}
14652	2048	1000-puzzle-english/mp3/freedictionary_UK/brown.mp3	коричневый	{1008=freedictionary_uk}	{1002=eng-rus}
14653	2048	1000-puzzle-english/mp3/collins_US/brown.mp3	коричневый	{1008=collins_us}	{1002=eng-rus}
14654	2048	1000-puzzle-english/mp3/macmillan_UK/brown.mp3	коричневый	{1008=macmillan_uk}	{1002=eng-rus}
14655	2048	1000-puzzle-english/mp3/freedictionary_US/brown.mp3	коричневый	{1008=freedictionary_us}	{1002=eng-rus}
14656	2048	1000-puzzle-english/mp3/peterBaker_UK/brown.mp3	коричневый	{1008=peterbaker_uk}	{1002=eng-rus}
14657	2048	1000-puzzle-english/mp3/howjsay_UK/brown.mp3	коричневый	{1008=howjsay_uk}	{1002=eng-rus}
14658	2048	1000-puzzle-english/mp3/campbridge_US/brown.mp3	коричневый	{1008=campbridge_us}	{1002=eng-rus}
14659	2048	1000-puzzle-english/mp3/vocalware_hugh_UK/brown.mp3	коричневый	{1008=vocalware_hugh_uk}	{1002=eng-rus}
14660	2048	1000-puzzle-english/mp3/campbridge_UK/brown.mp3	коричневый	{1008=campbridge_uk}	{1002=eng-rus}
14661	2048	1000-puzzle-english/mp3/collins_UK/brown.mp3	коричневый	{1008=collins_uk}	{1002=eng-rus}
14662	2048	1000-puzzle-english/mp3/SteveElliott_UK/brown.mp3	коричневый	{1008=steveelliott_uk}	{1002=eng-rus}
14663	2048	1000-puzzle-english/mp3/yandex_UK/brown.mp3	коричневый	{1008=yandex_uk}	{1002=eng-rus}
63059	2048	10000-kreekly/mp3/Joey/brown.mp3	коричневый	{1008=joey}	{1002=eng-rus}
63060	2048	10000-kreekly/mp3/Kendra/brown.mp3	коричневый	{1008=kendra}	{1002=eng-rus}
63061	2048	10000-kreekly/mp3/Kimberly/brown.mp3	коричневый	{1008=kimberly}	{1002=eng-rus}
63062	2048	10000-kreekly/mp3/Ivy/brown.mp3	коричневый	{1008=ivy}	{1002=eng-rus}
63063	2048	10000-kreekly/mp3/Justin/brown.mp3	коричневый	{1008=justin}	{1002=eng-rus}
63064	2048	10000-kreekly/mp3/Joanna/brown.mp3	коричневый	{1008=joanna}	{1002=eng-rus}
63065	2048	10000-kreekly/mp3/Salli/brown.mp3	коричневый	{1008=salli}	{1002=eng-rus}
63066	2048	10000-kreekly/mp3/Matthew/brown.mp3	коричневый	{1008=matthew}	{1002=eng-rus}
125705	2048	8000-wordsteps/mp3/brown.mp3	коричневый	{}	{1002=eng-rus}
10127	2051	1000-puzzle-english/mp3/freedictionary_UK/red.mp3	красный	{1008=freedictionary_uk}	{1002=eng-rus}
10128	2051	1000-puzzle-english/mp3/collins_US/red.mp3	красный	{1008=collins_us}	{1002=eng-rus}
10129	2051	1000-puzzle-english/mp3/macmillan_UK/red.mp3	красный	{1008=macmillan_uk}	{1002=eng-rus}
10130	2051	1000-puzzle-english/mp3/freedictionary_US/red.mp3	красный	{1008=freedictionary_us}	{1002=eng-rus}
10131	2051	1000-puzzle-english/mp3/peterBaker_UK/red.mp3	красный	{1008=peterbaker_uk}	{1002=eng-rus}
10132	2051	1000-puzzle-english/mp3/howjsay_UK/red.mp3	красный	{1008=howjsay_uk}	{1002=eng-rus}
10133	2051	1000-puzzle-english/mp3/campbridge_US/red.mp3	красный	{1008=campbridge_us}	{1002=eng-rus}
10134	2051	1000-puzzle-english/mp3/vocalware_hugh_UK/red.mp3	красный	{1008=vocalware_hugh_uk}	{1002=eng-rus}
10135	2051	1000-puzzle-english/mp3/campbridge_UK/red.mp3	красный	{1008=campbridge_uk}	{1002=eng-rus}
10136	2051	1000-puzzle-english/mp3/collins_UK/red.mp3	красный	{1008=collins_uk}	{1002=eng-rus}
10137	2051	1000-puzzle-english/mp3/SteveElliott_UK/red.mp3	красный	{1008=steveelliott_uk}	{1002=eng-rus}
10138	2051	1000-puzzle-english/mp3/yandex_UK/red.mp3	красный	{1008=yandex_uk}	{1002=eng-rus}
57624	2051	10000-kreekly/mp3/Joey/red.mp3	красный	{1008=joey}	{1002=eng-rus}
57625	2051	10000-kreekly/mp3/Kendra/red.mp3	красный	{1008=kendra}	{1002=eng-rus}
57626	2051	10000-kreekly/mp3/Kimberly/red.mp3	красный	{1008=kimberly}	{1002=eng-rus}
57627	2051	10000-kreekly/mp3/Ivy/red.mp3	красный	{1008=ivy}	{1002=eng-rus}
57628	2051	10000-kreekly/mp3/Justin/red.mp3	красный	{1008=justin}	{1002=eng-rus}
57629	2051	10000-kreekly/mp3/Joanna/red.mp3	красный	{1008=joanna}	{1002=eng-rus}
57630	2051	10000-kreekly/mp3/Salli/red.mp3	красный	{1008=salli}	{1002=eng-rus}
57631	2051	10000-kreekly/mp3/Matthew/red.mp3	красный	{1008=matthew}	{1002=eng-rus}
125717	2051	8000-wordsteps/mp3/red.mp3	красный	{}	{1002=eng-rus}
41477	2054	10000-kreekly/mp3/Joey/cream.mp3	кремовый	{1008=joey}	{1002=eng-rus}
41477	41476	10000-kreekly/mp3/Joey/cream.mp3	крем	{1008=joey}	{1002=eng-rus}
41477	119323	10000-kreekly/mp3/Joey/cream.mp3	крем, сливки	{1008=joey}	{1002=eng-rus}
41477	126919	10000-kreekly/mp3/Joey/cream.mp3	сливки, крем	{1008=joey}	{1002=eng-rus}
41478	2054	10000-kreekly/mp3/Kendra/cream.mp3	кремовый	{1008=kendra}	{1002=eng-rus}
41478	41476	10000-kreekly/mp3/Kendra/cream.mp3	крем	{1008=kendra}	{1002=eng-rus}
41478	119323	10000-kreekly/mp3/Kendra/cream.mp3	крем, сливки	{1008=kendra}	{1002=eng-rus}
41478	126919	10000-kreekly/mp3/Kendra/cream.mp3	сливки, крем	{1008=kendra}	{1002=eng-rus}
41479	2054	10000-kreekly/mp3/Kimberly/cream.mp3	кремовый	{1008=kimberly}	{1002=eng-rus}
41479	41476	10000-kreekly/mp3/Kimberly/cream.mp3	крем	{1008=kimberly}	{1002=eng-rus}
41479	119323	10000-kreekly/mp3/Kimberly/cream.mp3	крем, сливки	{1008=kimberly}	{1002=eng-rus}
41479	126919	10000-kreekly/mp3/Kimberly/cream.mp3	сливки, крем	{1008=kimberly}	{1002=eng-rus}
41480	2054	10000-kreekly/mp3/Justin/cream.mp3	кремовый	{1008=justin}	{1002=eng-rus}
41480	41476	10000-kreekly/mp3/Justin/cream.mp3	крем	{1008=justin}	{1002=eng-rus}
41480	119323	10000-kreekly/mp3/Justin/cream.mp3	крем, сливки	{1008=justin}	{1002=eng-rus}
41480	126919	10000-kreekly/mp3/Justin/cream.mp3	сливки, крем	{1008=justin}	{1002=eng-rus}
41481	2054	10000-kreekly/mp3/Joanna/cream.mp3	кремовый	{1008=joanna}	{1002=eng-rus}
41481	41476	10000-kreekly/mp3/Joanna/cream.mp3	крем	{1008=joanna}	{1002=eng-rus}
41481	119323	10000-kreekly/mp3/Joanna/cream.mp3	крем, сливки	{1008=joanna}	{1002=eng-rus}
41481	126919	10000-kreekly/mp3/Joanna/cream.mp3	сливки, крем	{1008=joanna}	{1002=eng-rus}
41482	2054	10000-kreekly/mp3/Salli/cream.mp3	кремовый	{1008=salli}	{1002=eng-rus}
41482	41476	10000-kreekly/mp3/Salli/cream.mp3	крем	{1008=salli}	{1002=eng-rus}
41482	119323	10000-kreekly/mp3/Salli/cream.mp3	крем, сливки	{1008=salli}	{1002=eng-rus}
41482	126919	10000-kreekly/mp3/Salli/cream.mp3	сливки, крем	{1008=salli}	{1002=eng-rus}
41483	2054	10000-kreekly/mp3/Matthew/cream.mp3	кремовый	{1008=matthew}	{1002=eng-rus}
41483	41476	10000-kreekly/mp3/Matthew/cream.mp3	крем	{1008=matthew}	{1002=eng-rus}
41483	119323	10000-kreekly/mp3/Matthew/cream.mp3	крем, сливки	{1008=matthew}	{1002=eng-rus}
41483	126919	10000-kreekly/mp3/Matthew/cream.mp3	сливки, крем	{1008=matthew}	{1002=eng-rus}
119324	2054	5000-studynow/mp3/cream.mp3	кремовый	{}	{1002=eng-rus}
119324	41476	5000-studynow/mp3/cream.mp3	крем	{}	{1002=eng-rus}
119324	119323	5000-studynow/mp3/cream.mp3	крем, сливки	{}	{1002=eng-rus}
119324	126919	5000-studynow/mp3/cream.mp3	сливки, крем	{}	{1002=eng-rus}
126920	2054	8000-wordsteps/mp3/cream.mp3	кремовый	{}	{1002=eng-rus}
126920	41476	8000-wordsteps/mp3/cream.mp3	крем	{}	{1002=eng-rus}
126920	119323	8000-wordsteps/mp3/cream.mp3	крем, сливки	{}	{1002=eng-rus}
126920	126919	8000-wordsteps/mp3/cream.mp3	сливки, крем	{}	{1002=eng-rus}
87864	2063	10000-kreekly/mp3/Joey/lemon.mp3	лимонный	{1008=joey}	{1002=eng-rus}
87864	2267	10000-kreekly/mp3/Joey/lemon.mp3	лимон	{1008=joey}	{1002=eng-rus}
87865	2063	10000-kreekly/mp3/Kendra/lemon.mp3	лимонный	{1008=kendra}	{1002=eng-rus}
87865	2267	10000-kreekly/mp3/Kendra/lemon.mp3	лимон	{1008=kendra}	{1002=eng-rus}
87866	2063	10000-kreekly/mp3/Kimberly/lemon.mp3	лимонный	{1008=kimberly}	{1002=eng-rus}
87866	2267	10000-kreekly/mp3/Kimberly/lemon.mp3	лимон	{1008=kimberly}	{1002=eng-rus}
87867	2063	10000-kreekly/mp3/Justin/lemon.mp3	лимонный	{1008=justin}	{1002=eng-rus}
87867	2267	10000-kreekly/mp3/Justin/lemon.mp3	лимон	{1008=justin}	{1002=eng-rus}
87868	2063	10000-kreekly/mp3/Joanna/lemon.mp3	лимонный	{1008=joanna}	{1002=eng-rus}
87868	2267	10000-kreekly/mp3/Joanna/lemon.mp3	лимон	{1008=joanna}	{1002=eng-rus}
87869	2063	10000-kreekly/mp3/Salli/lemon.mp3	лимонный	{1008=salli}	{1002=eng-rus}
87869	2267	10000-kreekly/mp3/Salli/lemon.mp3	лимон	{1008=salli}	{1002=eng-rus}
87870	2063	10000-kreekly/mp3/Matthew/lemon.mp3	лимонный	{1008=matthew}	{1002=eng-rus}
87870	2267	10000-kreekly/mp3/Matthew/lemon.mp3	лимон	{1008=matthew}	{1002=eng-rus}
125510	2063	8000-wordsteps/mp3/lemon.mp3	лимонный	{}	{1002=eng-rus}
125510	2267	8000-wordsteps/mp3/lemon.mp3	лимон	{}	{1002=eng-rus}
93568	2066	10000-kreekly/mp3/Joey/salmon.mp3	лососевый	{1008=joey}	{1002=eng-rus}
93568	20500	10000-kreekly/mp3/Joey/salmon.mp3	лосось	{1008=joey}	{1002=eng-rus}
93569	2066	10000-kreekly/mp3/Kendra/salmon.mp3	лососевый	{1008=kendra}	{1002=eng-rus}
93569	20500	10000-kreekly/mp3/Kendra/salmon.mp3	лосось	{1008=kendra}	{1002=eng-rus}
93570	2066	10000-kreekly/mp3/Kimberly/salmon.mp3	лососевый	{1008=kimberly}	{1002=eng-rus}
93570	20500	10000-kreekly/mp3/Kimberly/salmon.mp3	лосось	{1008=kimberly}	{1002=eng-rus}
93571	2066	10000-kreekly/mp3/Justin/salmon.mp3	лососевый	{1008=justin}	{1002=eng-rus}
93571	20500	10000-kreekly/mp3/Justin/salmon.mp3	лосось	{1008=justin}	{1002=eng-rus}
93572	2066	10000-kreekly/mp3/Joanna/salmon.mp3	лососевый	{1008=joanna}	{1002=eng-rus}
93572	20500	10000-kreekly/mp3/Joanna/salmon.mp3	лосось	{1008=joanna}	{1002=eng-rus}
93573	2066	10000-kreekly/mp3/Salli/salmon.mp3	лососевый	{1008=salli}	{1002=eng-rus}
93573	20500	10000-kreekly/mp3/Salli/salmon.mp3	лосось	{1008=salli}	{1002=eng-rus}
93574	2066	10000-kreekly/mp3/Matthew/salmon.mp3	лососевый	{1008=matthew}	{1002=eng-rus}
93574	20500	10000-kreekly/mp3/Matthew/salmon.mp3	лосось	{1008=matthew}	{1002=eng-rus}
126021	2066	8000-wordsteps/mp3/salmon.mp3	лососевый	{}	{1002=eng-rus}
126021	20500	8000-wordsteps/mp3/salmon.mp3	лосось	{}	{1002=eng-rus}
65090	2069	10000-kreekly/mp3/Joey/raspberry.mp3	малиновый	{1008=joey}	{1002=eng-rus}
65090	5595	10000-kreekly/mp3/Joey/raspberry.mp3	малина	{1008=joey}	{1002=eng-rus}
65091	2069	10000-kreekly/mp3/Kendra/raspberry.mp3	малиновый	{1008=kendra}	{1002=eng-rus}
65091	5595	10000-kreekly/mp3/Kendra/raspberry.mp3	малина	{1008=kendra}	{1002=eng-rus}
65092	2069	10000-kreekly/mp3/Kimberly/raspberry.mp3	малиновый	{1008=kimberly}	{1002=eng-rus}
65092	5595	10000-kreekly/mp3/Kimberly/raspberry.mp3	малина	{1008=kimberly}	{1002=eng-rus}
65093	2069	10000-kreekly/mp3/Justin/raspberry.mp3	малиновый	{1008=justin}	{1002=eng-rus}
65093	5595	10000-kreekly/mp3/Justin/raspberry.mp3	малина	{1008=justin}	{1002=eng-rus}
65094	2069	10000-kreekly/mp3/Joanna/raspberry.mp3	малиновый	{1008=joanna}	{1002=eng-rus}
65094	5595	10000-kreekly/mp3/Joanna/raspberry.mp3	малина	{1008=joanna}	{1002=eng-rus}
65095	2069	10000-kreekly/mp3/Salli/raspberry.mp3	малиновый	{1008=salli}	{1002=eng-rus}
65095	5595	10000-kreekly/mp3/Salli/raspberry.mp3	малина	{1008=salli}	{1002=eng-rus}
65096	2069	10000-kreekly/mp3/Matthew/raspberry.mp3	малиновый	{1008=matthew}	{1002=eng-rus}
65096	5595	10000-kreekly/mp3/Matthew/raspberry.mp3	малина	{1008=matthew}	{1002=eng-rus}
123656	2069	5000-studynow/mp3/raspberry.mp3	малиновый	{}	{1002=eng-rus}
123656	5595	5000-studynow/mp3/raspberry.mp3	малина	{}	{1002=eng-rus}
127324	2069	8000-wordsteps/mp3/raspberry.mp3	малиновый	{}	{1002=eng-rus}
127324	5595	8000-wordsteps/mp3/raspberry.mp3	малина	{}	{1002=eng-rus}
70462	2072	10000-kreekly/mp3/Joey/copper.mp3	медный	{1008=joey}	{1002=eng-rus}
70462	70461	10000-kreekly/mp3/Joey/copper.mp3	медь	{1008=joey}	{1002=eng-rus}
70463	2072	10000-kreekly/mp3/Kendra/copper.mp3	медный	{1008=kendra}	{1002=eng-rus}
70463	70461	10000-kreekly/mp3/Kendra/copper.mp3	медь	{1008=kendra}	{1002=eng-rus}
70464	2072	10000-kreekly/mp3/Kimberly/copper.mp3	медный	{1008=kimberly}	{1002=eng-rus}
70464	70461	10000-kreekly/mp3/Kimberly/copper.mp3	медь	{1008=kimberly}	{1002=eng-rus}
70465	2072	10000-kreekly/mp3/Justin/copper.mp3	медный	{1008=justin}	{1002=eng-rus}
70465	70461	10000-kreekly/mp3/Justin/copper.mp3	медь	{1008=justin}	{1002=eng-rus}
70466	2072	10000-kreekly/mp3/Joanna/copper.mp3	медный	{1008=joanna}	{1002=eng-rus}
70466	70461	10000-kreekly/mp3/Joanna/copper.mp3	медь	{1008=joanna}	{1002=eng-rus}
70467	2072	10000-kreekly/mp3/Salli/copper.mp3	медный	{1008=salli}	{1002=eng-rus}
70467	70461	10000-kreekly/mp3/Salli/copper.mp3	медь	{1008=salli}	{1002=eng-rus}
70468	2072	10000-kreekly/mp3/Matthew/copper.mp3	медный	{1008=matthew}	{1002=eng-rus}
70468	70461	10000-kreekly/mp3/Matthew/copper.mp3	медь	{1008=matthew}	{1002=eng-rus}
119226	2072	5000-studynow/mp3/copper.mp3	медный	{}	{1002=eng-rus}
119226	70461	5000-studynow/mp3/copper.mp3	медь	{}	{1002=eng-rus}
128787	2072	8000-wordsteps/mp3/copper.mp3	медный	{}	{1002=eng-rus}
128787	70461	8000-wordsteps/mp3/copper.mp3	медь	{}	{1002=eng-rus}
115237	2084	10000-kreekly/mp3/Joey/olive.mp3	оливковый	{1008=joey}	{1002=eng-rus}
115237	115236	10000-kreekly/mp3/Joey/olive.mp3	оливка	{1008=joey}	{1002=eng-rus}
115237	132744	10000-kreekly/mp3/Joey/olive.mp3	олива, маслина, оливкового цвета	{1008=joey}	{1002=eng-rus}
115238	2084	10000-kreekly/mp3/Kendra/olive.mp3	оливковый	{1008=kendra}	{1002=eng-rus}
115238	115236	10000-kreekly/mp3/Kendra/olive.mp3	оливка	{1008=kendra}	{1002=eng-rus}
115238	132744	10000-kreekly/mp3/Kendra/olive.mp3	олива, маслина, оливкового цвета	{1008=kendra}	{1002=eng-rus}
115239	2084	10000-kreekly/mp3/Kimberly/olive.mp3	оливковый	{1008=kimberly}	{1002=eng-rus}
115239	115236	10000-kreekly/mp3/Kimberly/olive.mp3	оливка	{1008=kimberly}	{1002=eng-rus}
115239	132744	10000-kreekly/mp3/Kimberly/olive.mp3	олива, маслина, оливкового цвета	{1008=kimberly}	{1002=eng-rus}
115240	2084	10000-kreekly/mp3/Justin/olive.mp3	оливковый	{1008=justin}	{1002=eng-rus}
115240	115236	10000-kreekly/mp3/Justin/olive.mp3	оливка	{1008=justin}	{1002=eng-rus}
115240	132744	10000-kreekly/mp3/Justin/olive.mp3	олива, маслина, оливкового цвета	{1008=justin}	{1002=eng-rus}
115241	2084	10000-kreekly/mp3/Joanna/olive.mp3	оливковый	{1008=joanna}	{1002=eng-rus}
115241	115236	10000-kreekly/mp3/Joanna/olive.mp3	оливка	{1008=joanna}	{1002=eng-rus}
115241	132744	10000-kreekly/mp3/Joanna/olive.mp3	олива, маслина, оливкового цвета	{1008=joanna}	{1002=eng-rus}
115242	2084	10000-kreekly/mp3/Salli/olive.mp3	оливковый	{1008=salli}	{1002=eng-rus}
115242	115236	10000-kreekly/mp3/Salli/olive.mp3	оливка	{1008=salli}	{1002=eng-rus}
115242	132744	10000-kreekly/mp3/Salli/olive.mp3	олива, маслина, оливкового цвета	{1008=salli}	{1002=eng-rus}
115243	2084	10000-kreekly/mp3/Matthew/olive.mp3	оливковый	{1008=matthew}	{1002=eng-rus}
115243	115236	10000-kreekly/mp3/Matthew/olive.mp3	оливка	{1008=matthew}	{1002=eng-rus}
115243	132744	10000-kreekly/mp3/Matthew/olive.mp3	олива, маслина, оливкового цвета	{1008=matthew}	{1002=eng-rus}
132745	2084	8000-wordsteps/mp3/olive.mp3	оливковый	{}	{1002=eng-rus}
132745	115236	8000-wordsteps/mp3/olive.mp3	оливка	{}	{1002=eng-rus}
132745	132744	8000-wordsteps/mp3/olive.mp3	олива, маслина, оливкового цвета	{}	{1002=eng-rus}
41469	2087	10000-kreekly/mp3/Joey/orange.mp3	оранжевый	{1008=joey}	{1002=eng-rus}
41469	4665	10000-kreekly/mp3/Joey/orange.mp3	апельсин	{1008=joey}	{1002=eng-rus}
41469	125497	10000-kreekly/mp3/Joey/orange.mp3	апельсин, оранжевый	{1008=joey}	{1002=eng-rus}
41470	2087	10000-kreekly/mp3/Kendra/orange.mp3	оранжевый	{1008=kendra}	{1002=eng-rus}
41470	4665	10000-kreekly/mp3/Kendra/orange.mp3	апельсин	{1008=kendra}	{1002=eng-rus}
41470	125497	10000-kreekly/mp3/Kendra/orange.mp3	апельсин, оранжевый	{1008=kendra}	{1002=eng-rus}
41471	2087	10000-kreekly/mp3/Kimberly/orange.mp3	оранжевый	{1008=kimberly}	{1002=eng-rus}
41471	4665	10000-kreekly/mp3/Kimberly/orange.mp3	апельсин	{1008=kimberly}	{1002=eng-rus}
41471	125497	10000-kreekly/mp3/Kimberly/orange.mp3	апельсин, оранжевый	{1008=kimberly}	{1002=eng-rus}
41472	2087	10000-kreekly/mp3/Justin/orange.mp3	оранжевый	{1008=justin}	{1002=eng-rus}
41472	4665	10000-kreekly/mp3/Justin/orange.mp3	апельсин	{1008=justin}	{1002=eng-rus}
41472	125497	10000-kreekly/mp3/Justin/orange.mp3	апельсин, оранжевый	{1008=justin}	{1002=eng-rus}
41473	2087	10000-kreekly/mp3/Joanna/orange.mp3	оранжевый	{1008=joanna}	{1002=eng-rus}
41473	4665	10000-kreekly/mp3/Joanna/orange.mp3	апельсин	{1008=joanna}	{1002=eng-rus}
41473	125497	10000-kreekly/mp3/Joanna/orange.mp3	апельсин, оранжевый	{1008=joanna}	{1002=eng-rus}
41474	2087	10000-kreekly/mp3/Salli/orange.mp3	оранжевый	{1008=salli}	{1002=eng-rus}
41474	4665	10000-kreekly/mp3/Salli/orange.mp3	апельсин	{1008=salli}	{1002=eng-rus}
41474	125497	10000-kreekly/mp3/Salli/orange.mp3	апельсин, оранжевый	{1008=salli}	{1002=eng-rus}
41475	2087	10000-kreekly/mp3/Matthew/orange.mp3	оранжевый	{1008=matthew}	{1002=eng-rus}
41475	4665	10000-kreekly/mp3/Matthew/orange.mp3	апельсин	{1008=matthew}	{1002=eng-rus}
41475	125497	10000-kreekly/mp3/Matthew/orange.mp3	апельсин, оранжевый	{1008=matthew}	{1002=eng-rus}
125498	2087	8000-wordsteps/mp3/orange.mp3	оранжевый	{}	{1002=eng-rus}
125498	4665	8000-wordsteps/mp3/orange.mp3	апельсин	{}	{1002=eng-rus}
125498	125497	8000-wordsteps/mp3/orange.mp3	апельсин, оранжевый	{}	{1002=eng-rus}
35297	2093	10000-kreekly/mp3/Joey/ash.mp3	пепельно-серый	{1008=joey}	{1002=eng-rus}
35297	35296	10000-kreekly/mp3/Joey/ash.mp3	пепел	{1008=joey}	{1002=eng-rus}
35297	117820	10000-kreekly/mp3/Joey/ash.mp3	пепел, зола	{1008=joey}	{1002=eng-rus}
35297	125937	10000-kreekly/mp3/Joey/ash.mp3	ясень	{1008=joey}	{1002=eng-rus}
35298	2093	10000-kreekly/mp3/Kendra/ash.mp3	пепельно-серый	{1008=kendra}	{1002=eng-rus}
35298	35296	10000-kreekly/mp3/Kendra/ash.mp3	пепел	{1008=kendra}	{1002=eng-rus}
35298	117820	10000-kreekly/mp3/Kendra/ash.mp3	пепел, зола	{1008=kendra}	{1002=eng-rus}
35298	125937	10000-kreekly/mp3/Kendra/ash.mp3	ясень	{1008=kendra}	{1002=eng-rus}
35299	2093	10000-kreekly/mp3/Kimberly/ash.mp3	пепельно-серый	{1008=kimberly}	{1002=eng-rus}
35299	35296	10000-kreekly/mp3/Kimberly/ash.mp3	пепел	{1008=kimberly}	{1002=eng-rus}
35299	117820	10000-kreekly/mp3/Kimberly/ash.mp3	пепел, зола	{1008=kimberly}	{1002=eng-rus}
35299	125937	10000-kreekly/mp3/Kimberly/ash.mp3	ясень	{1008=kimberly}	{1002=eng-rus}
35300	2093	10000-kreekly/mp3/Justin/ash.mp3	пепельно-серый	{1008=justin}	{1002=eng-rus}
35300	35296	10000-kreekly/mp3/Justin/ash.mp3	пепел	{1008=justin}	{1002=eng-rus}
